sample_puzzles/easypuzzle.puzzle
	Soulution = 2, Generated = 2, Expanded = 2, Time = 0.000000, Expanded/Second = inf

sample_puzzles/easypuzzle.puzzle
	Soulution = 2, Generated = 2, Expanded = 2, Time = 0.000000, Expanded/Second = inf

sample_puzzles/2.puzzle.txt
	Soulution = 55, Generated = 4182661408, Expanded = 1448914256, Time = 154.406250, Expanded/Second = 9383780.000000

